url,doc_id,title,audience,category,language,document_version,license_or_permission
https://help.shopee.vn/portal/article/77244,return-refund-policy,Chính sách đổi trả và hoàn tiền cho người mua,buyer,returns-policy,vi,not-stated,public-source
https://help.shopee.vn/portal/article/77245,buyer-warranty-process,Quy trình yêu cầu bảo hành sản phẩm dành cho người mua,buyer,warranty-policy,vi,not-stated,public-source
https://help.shopee.vn/portal/article/77246,forbidden-return-items,Danh mục sản phẩm không áp dụng đổi trả và hoàn tiền,buyer,returns-policy,vi,not-stated,public-source
https://help.shopee.vn/portal/article/77247,buyer-refund-timeline,Thời gian và phương thức hoàn tiền dành cho người mua,buyer,refund-policy,vi,not-stated,public-source
https://banhang.shopee.vn/edu/article/1825,seller-warranty-policy,Quy định thực hiện bảo hành và xử lý khiếu nại dành cho người bán,seller,warranty-policy,vi,not-stated,public-source
https://banhang.shopee.vn/edu/article/1826,seller-refund-dispute,Quy định khiếu nại quyết định trả hàng hoàn tiền dành cho người bán,seller,dispute-policy,vi,not-stated,public-source
